"","belief_benef_low","belief_benef_high","value_AM_infty","max_invest"
"59",0.02,0.14,6.00370986238532,0
"60",0.02,0.16,6.01655963302752,0
"61",0.02,0.18,6.02940940366973,0
"62",0.02,0.2,6.04225917431193,4.31405589215933
"63",0.02,0.22,6.05510894495413,7.41461319917429
"64",0.02,0.24,6.06795871559633,9.74784493113388
"65",0.02,0.26,6.08080848623853,11.6191835180335
"66",0.02,0.28,6.09365825688073,13.181628257429
"67",0.02,0.3,6.10650802752294,14.5228523589256
"68",0.02,0.32,6.11935779816514,15.6978000023465
"69",0.02,0.34,6.13220756880734,16.7431886461308
"70",0.02,0.36,6.14505733944954,17.6847740733215
"71",0.02,0.38,6.15790711009174,18.541321502773
"72",0.02,0.4,6.17075688073395,19.3269268307168
"73",0.02,0.42,6.18360665137615,20.0524478226255
"74",0.02,0.44,6.19645642201835,20.7264257775971
"75",0.02,0.46,6.20930619266055,21.3557009497212
"76",0.02,0.48,6.22215596330275,21.9458362611787
"77",0.02,0.5,6.23500573394496,22.5014167856146
"78",0.02,0.52,6.24785550458716,23.026266299177
